
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"

# Contour 0, label:        0
 0.0777905  0.00565283  0 
 0.0788751  0.0058029  0 
 0.079798  0.00592739  0 
 0.0799637  0.00595298  0 
 0.0809513  0.00610305  0 
 0.0819635  0.00625313  0 
 0.0830013  0.0064032  0 
 0.0838384  0.00652154  0 
 0.0840357  0.00655328  0 
 0.0849829  0.00670335  0 
 0.0859516  0.00685343  0 
 0.0869426  0.0070035  0 
 0.0878788  0.00714219  0 
 0.0879467  0.00715358  0 
 0.0888536  0.00730365  0 
 0.0897794  0.00745373  0 
 0.0907246  0.0076038  0 
 0.0916897  0.00775388  0 
 0.0919192  0.00778906  0 
 0.0925846  0.00790395  0 
 0.0934688  0.00805403  0 
 0.0943699  0.0082041  0 
 0.0952885  0.00835418  0 
 0.0959596  0.00846199  0 
 0.0961944  0.00850425  0 
 0.0970387  0.00865433  0 
 0.0978979  0.0088044  0 
 0.0987723  0.00895448  0 
 0.0996623  0.00910455  0 
 0.1  0.00916075  0 

-0.00599917  0.00595298  0 
-0.00584623  0.0058029  0 
-0.00569313  0.00565283  0 
-0.00553986  0.00550275  0 
-0.00538641  0.00535268  0 
-0.00523276  0.0052026  0 
-0.00507889  0.00505253  0 
-0.00505051  0.00502418  0 
-0.00492794  0.00490245  0 
-0.00477767  0.00475238  0 
-0.00462738  0.0046023  0 
-0.00447709  0.00445223  0 
-0.00432677  0.00430215  0 
-0.00417644  0.00415208  0 
-0.0040261  0.004002  0 
-0.00387572  0.00385193  0 
-0.00372533  0.00370185  0 
-0.00357491  0.00355178  0 
-0.00342445  0.0034017  0 
-0.00327396  0.00325163  0 
-0.00312343  0.00310155  0 
-0.00297286  0.00295148  0 
-0.00282223  0.0028014  0 
-0.00267153  0.00265133  0 
-0.00252077  0.00250125  0 
-0.00236991  0.00235118  0 
-0.00221894  0.0022011  0 
-0.00206784  0.00205103  0 
-0.00191658  0.00190095  0 
-0.0017651  0.00175088  0 
-0.00161336  0.0016008  0 
-0.00146127  0.00145073  0 
-0.0013087  0.00130065  0 
-0.00115547  0.00115058  0 
-0.0010101  0.00100802  0 
-0.00100147  0.0010005  0 
-0.000850295  0.000850425  0 
-0.000698646  0.00070035  0 
-0.000546126  0.000550275  0 
-0.00039174  0.0004002  0 
-0.000232028  0.000250125  0 
-4.11843e-05  0.00010005  0 
 0.0030303  7.40878e-06  0 
 0.00707071  4.89408e-05  0 
 0.00946557  0.00010005  0 
 0.0111111  0.000121868  0 
 0.0151515  0.000225997  0 
 0.0157373  0.000250125  0 
 0.0191919  0.000361303  0 
 0.0200012  0.0004002  0 
 0.0232323  0.000527633  0 
 0.0236329  0.000550275  0 
 0.0267019  0.00070035  0 
 0.0272727  0.000724447  0 
 0.0293742  0.000850425  0 
 0.0313131  0.000951444  0 
 0.0320093  0.0010005  0 
 0.0343536  0.00115058  0 
 0.0353535  0.00120842  0 
 0.0365585  0.00130065  0 
 0.0387086  0.00145073  0 
 0.0393939  0.00149503  0 
 0.0406591  0.0016008  0 
 0.0426025  0.00175088  0 
 0.0434343  0.00181091  0 
 0.0444199  0.00190095  0 
 0.0461686  0.00205103  0 
 0.0474747  0.00215585  0 
 0.047929  0.0022011  0 
 0.0495036  0.00235118  0 
 0.0511848  0.00250125  0 
 0.0515152  0.00252954  0 
